戦略,利確pips,損切りpips,時間帯,曜日,ボラ条件,トレンド条件,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
"MACDクロス(12,26,9)",15,20,ロンドン(16-21時),全曜日,なし,レンジのみ,742,1.3,53.8,-554.6,14.57,-18.57,0.913,-730.0,8,285,1.3,60.0,339.7,14.63,-18.96,1.157,-150.0,6,1.267,77.8,要注意
"EMAクロス(5,20)",15,15,東京(9-15時),全曜日,なし,レンジのみ,780,1.3,48.5,-353.9,14.83,-14.83,0.941,-507.3,13,287,1.4,54.4,321.9,14.66,-15.0,1.164,-150.0,6,1.237,77.7,要注意
"EMAクロス(10,50)",10,15,東京(9-15時),全曜日,なし,下降トレンドのみ,450,1.3,61.3,192.2,9.97,-14.71,1.075,-249.1,5,164,1.3,65.9,240.0,10.0,-15.0,1.286,-170.0,5,1.196,77.7,採用候補
"MACDクロス(12,26,9)",8,10,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,1229,1.6,53.5,-430.1,7.98,-9.92,0.924,-653.3,11,490,1.7,57.3,164.0,8.0,-9.97,1.079,-122.0,5,1.168,77.6,要注意
トレンド押し目(EMA200+RSI40/60),10,20,ロンドン(16-21時),全曜日,なし,レンジのみ,456,1.2,62.5,-353.4,9.9,-18.57,0.889,-555.3,5,167,1.2,68.9,129.7,10.0,-19.62,1.127,-170.0,3,1.268,77.6,要注意
"MACDクロス(12,26,9)",8,15,16時台,全曜日,なし,なし,841,1.1,63.4,-331.1,7.98,-14.89,0.928,-602.0,6,322,1.1,66.5,128.5,7.98,-14.63,1.081,-124.0,4,1.165,77.6,要注意
トレンド押し目(EMA200+RSI40/60),15,20,ロンドン(16-21時),全曜日,なし,なし,765,1.2,53.2,-846.1,14.32,-18.65,0.873,-1158.0,6,295,1.3,59.0,305.5,14.68,-18.58,1.136,-185.0,5,1.301,77.5,要注意
トレンド押し目(EMA200+RSI40/60),8,20,ロンドン(16-21時),全曜日,なし,なし,819,1.3,64.8,-1286.1,7.96,-19.14,0.767,-1469.4,6,321,1.4,73.2,207.3,8.0,-19.45,1.124,-196.0,5,1.465,77.5,要注意
"RSI逆張り(25,75)",10,5,全時間,全曜日,なし,レンジのみ,712,1.5,34.0,54.9,9.94,-5.0,1.023,-140.0,10,272,1.5,36.0,112.0,10.0,-4.99,1.129,-60.0,7,1.104,77.5,要注意
"RSI逆張り(30,70)",10,20,全時間,全曜日,なし,レンジのみ,1529,1.7,65.8,11.7,9.84,-18.91,1.001,-704.8,6,569,1.7,69.2,504.2,9.88,-19.37,1.149,-200.0,5,1.148,77.4,要注意
トレンド押し目(EMA200+RSI40/60),10,20,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,442,1.1,61.1,-594.3,9.79,-18.82,0.816,-810.5,8,168,1.1,68.5,154.8,9.9,-18.55,1.157,-150.1,5,1.418,77.4,要注意
"RSI逆張り(30,70)",8,5,10時台,全曜日,なし,なし,502,1.3,36.7,-118.0,8.0,-5.0,0.926,-239.0,11,203,1.3,42.4,103.0,8.0,-5.0,1.176,-64.0,10,1.27,77.4,要注意
"EMAクロス(10,50)",20,10,東京(9-15時),全曜日,なし,レンジのみ,593,1.3,34.9,268.9,19.86,-9.95,1.07,-219.8,11,229,1.4,38.4,331.7,19.71,-9.95,1.236,-110.0,8,1.155,77.4,採用候補
"MACDクロス(12,26,9)",10,20,16時台,全曜日,なし,なし,798,1.1,65.7,-137.0,9.9,-19.43,0.974,-460.3,6,302,1.1,68.9,256.4,9.91,-19.19,1.142,-200.0,4,1.172,77.3,要注意
"EMAクロス(10,50)",8,10,東京(9-15時),全曜日,なし,下降トレンドのみ,491,1.4,54.8,-52.6,8.0,-9.93,0.976,-196.6,5,181,1.4,60.8,174.3,8.0,-9.94,1.247,-145.7,6,1.278,77.3,要注意
"EMAクロス(10,50)",15,15,東京(9-15時),全曜日,なし,レンジのみ,547,1.2,48.8,-172.3,14.86,-14.78,0.958,-356.0,6,203,1.2,53.7,236.3,14.89,-14.75,1.17,-135.0,6,1.221,77.3,要注意
"EMAクロス(5,20)",8,20,東京(9-15時),全曜日,なし,なし,2206,2.2,68.9,-1457.7,7.99,-19.8,0.893,-1828.4,5,899,2.3,72.2,231.6,7.99,-19.82,1.047,-208.0,3,1.172,77.3,要注意
"EMAクロス(10,50)",10,5,東京(9-15時),全曜日,なし,レンジのみ,704,1.6,32.4,-102.8,9.99,-5.0,0.957,-312.8,12,247,1.5,36.4,115.0,10.0,-5.0,1.146,-55.0,11,1.197,77.2,要注意
"RSI逆張り(25,75)",10,10,全時間,全曜日,なし,レンジのみ,687,1.4,50.4,47.9,9.91,-9.92,1.014,-223.6,8,262,1.4,52.7,136.7,9.93,-9.94,1.111,-120.0,4,1.096,77.2,要注意
"MACDクロス(12,26,9)",10,15,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,1142,1.4,57.9,-514.4,9.86,-14.62,0.927,-810.8,10,450,1.5,61.6,236.4,9.96,-14.58,1.094,-160.0,5,1.18,77.1,要注意
"EMAクロス(5,20)",8,15,東京(9-15時),全曜日,なし,なし,2394,2.3,62.6,-1393.5,8.0,-14.95,0.896,-1682.9,9,986,2.6,66.5,325.0,8.0,-14.92,1.066,-172.0,5,1.19,77.1,要注意
"RSI逆張り(30,70)",8,10,10時台,全曜日,なし,なし,472,1.2,53.4,-184.0,8.0,-10.0,0.916,-266.0,7,194,1.2,57.2,58.0,8.0,-10.0,1.07,-80.0,4,1.168,76.9,要注意
"EMAクロス(10,50)",8,15,東京(9-15時),全曜日,なし,レンジのみ,554,1.2,61.2,-481.2,7.99,-14.83,0.849,-570.3,5,204,1.2,66.7,88.3,8.0,-14.7,1.088,-129.0,4,1.282,76.9,要注意
"RSI逆張り(30,70)",10,15,全時間,全曜日,なし,レンジのみ,1614,1.8,60.0,121.8,9.85,-14.57,1.013,-591.8,6,608,1.8,63.0,490.0,9.9,-14.68,1.148,-175.0,6,1.133,76.8,要注意
"EMAクロス(10,50)",15,5,東京(9-15時),全曜日,なし,レンジのみ,703,1.6,26.0,137.2,14.96,-5.0,1.053,-270.0,13,247,1.5,29.1,205.0,15.0,-5.0,1.234,-95.0,11,1.172,76.8,採用候補
"EMAクロス(10,50)",20,20,東京(9-15時),全曜日,なし,下降トレンドのみ,411,1.2,52.3,386.9,19.2,-19.08,1.103,-460.0,5,152,1.2,56.6,400.4,19.59,-19.46,1.312,-211.3,5,1.189,76.8,採用候補
トレンド押し目(EMA200+RSI40/60),8,10,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,467,1.2,52.2,-275.6,7.98,-9.97,0.876,-422.7,8,178,1.2,59.6,128.0,8.0,-10.0,1.178,-112.0,7,1.345,76.8,要注意
"MACDクロス(12,26,9)",5,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,1168,2.4,65.0,-295.0,5.0,-10.0,0.928,-390.0,6,442,2.4,69.2,170.0,5.0,-10.0,1.125,-125.0,7,1.212,76.8,要注意
"RSI逆張り(30,70)",8,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,444,1.7,53.2,-192.0,8.0,-10.0,0.908,-350.0,10,169,1.7,58.0,74.0,8.0,-10.0,1.104,-112.0,4,1.216,76.7,要注意
"EMAクロス(10,50)",8,15,東京(9-15時),全曜日,なし,下降トレンドのみ,453,1.3,65.6,68.5,7.98,-14.75,1.03,-278.8,5,165,1.3,69.7,170.0,8.0,-15.0,1.227,-163.0,5,1.191,76.6,要注意
"MACDクロス(12,26,9)",20,5,9時台,全曜日,なし,レンジのみ,394,1.4,18.8,-132.8,19.83,-5.0,0.917,-217.8,24,133,1.4,24.8,160.0,20.0,-5.0,1.32,-100.0,14,1.439,76.5,要注意
"RSI逆張り(30,70)",20,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,442,1.6,33.0,-97.5,19.49,-9.94,0.967,-412.1,11,167,1.6,37.7,206.5,19.68,-9.94,1.2,-150.0,6,1.241,76.5,要注意
"MACDクロス(12,26,9)",15,10,9時台,全曜日,なし,レンジのみ,348,1.2,43.4,260.8,14.75,-9.99,1.133,-112.1,10,116,1.2,49.1,265.0,15.0,-10.0,1.449,-130.0,9,1.279,76.5,採用候補
"RSI逆張り(30,70)",8,15,全時間,全曜日,なし,レンジのみ,1633,1.9,66.2,515.6,7.92,-14.57,1.064,-464.2,6,612,1.8,67.0,290.4,7.95,-14.71,1.098,-160.0,4,1.032,76.4,要注意
"MACDクロス(12,26,9)",20,5,10時台,全曜日,なし,レンジのみ,317,1.3,19.2,-72.8,19.71,-4.98,0.943,-287.8,34,116,1.2,24.1,111.1,19.68,-5.0,1.252,-70.0,12,1.328,76.4,要注意
"MACDクロス(12,26,9)",20,10,9時台,全曜日,なし,レンジのみ,347,1.2,36.3,247.9,19.48,-9.99,1.112,-177.1,10,116,1.2,41.4,280.0,20.0,-10.0,1.412,-130.0,9,1.27,76.4,採用候補
"EMAクロス(10,50)",5,20,16時台,全曜日,なし,なし,334,1.1,77.2,-183.0,4.99,-19.36,0.876,-309.0,4,127,1.1,81.9,63.6,5.0,-19.84,1.139,-120.0,4,1.3,76.4,要注意
"MACDクロス(12,26,9)",5,10,NY(21-23時),全曜日,なし,レンジのみ,443,1.4,62.1,-269.0,4.99,-9.76,0.836,-394.2,7,175,1.5,68.0,40.0,5.0,-9.91,1.072,-90.0,4,1.282,76.3,要注意
トレンド押し目(EMA200+RSI40/60),20,5,ロンドン(16-21時),全曜日,なし,なし,1096,1.7,19.8,-232.2,19.18,-5.0,0.947,-447.4,38,412,1.8,24.8,419.0,19.22,-4.97,1.272,-156.5,16,1.343,76.3,要注意
"RSI逆張り(30,70)",10,10,全時間,全曜日,なし,レンジのみ,1746,2.0,50.1,14.6,9.86,-9.89,1.002,-592.0,9,665,2.0,52.9,372.4,9.89,-9.93,1.12,-140.0,7,1.118,76.3,要注意
"EMAクロス(10,50)",5,15,東京(9-15時),全曜日,なし,レンジのみ,565,1.3,71.0,-427.9,5.0,-14.83,0.824,-480.7,5,212,1.3,76.4,60.0,5.0,-15.0,1.08,-150.0,3,1.311,76.3,要注意
"RSI逆張り(25,75)",10,5,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,308,1.6,28.6,-223.8,9.96,-5.0,0.797,-225.0,14,105,1.6,36.2,45.0,10.0,-5.0,1.134,-50.0,7,1.423,76.2,要注意
トレンド押し目(EMA200+RSI40/60),8,5,ロンドン(16-21時),全曜日,なし,レンジのみ,613,1.6,35.6,-231.0,8.0,-5.0,0.883,-267.0,11,222,1.6,42.3,112.0,8.0,-5.0,1.175,-88.0,12,1.331,76.1,要注意
トレンド押し目(EMA200+RSI40/60),20,5,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,510,1.3,19.4,-205.7,18.68,-5.0,0.9,-290.8,23,192,1.3,26.0,237.3,18.86,-4.97,1.336,-130.0,26,1.484,76.1,要注意
"EMAクロス(5,20)",10,5,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,1005,1.5,32.1,-184.5,9.97,-4.99,0.946,-354.5,17,387,1.6,35.7,135.0,10.0,-5.0,1.108,-90.0,9,1.171,76.1,要注意
"EMAクロス(10,50)",15,20,東京(9-15時),全曜日,なし,レンジのみ,523,1.2,55.4,-233.6,14.8,-19.42,0.948,-356.8,6,194,1.1,59.8,206.3,14.9,-19.51,1.136,-135.0,6,1.198,76.1,要注意
トレンド押し目(EMA200+RSI40/60),20,15,ロンドン(16-21時),全曜日,なし,なし,793,1.2,42.4,-395.8,18.61,-14.55,0.94,-550.8,10,301,1.3,48.2,544.8,19.23,-14.38,1.243,-205.0,8,1.322,76.1,要注意
"EMAクロス(10,50)",10,10,東京(9-15時),全曜日,なし,下降トレンドのみ,487,1.4,49.9,12.1,10.0,-9.91,1.005,-170.0,5,181,1.4,55.2,194.3,10.0,-9.95,1.241,-175.7,6,1.235,76.0,要注意
トレンド押し目(EMA200+RSI40/60),5,10,ロンドン(16-21時),全曜日,なし,なし,976,1.5,62.6,-587.7,5.0,-9.98,0.839,-677.7,7,366,1.6,68.3,90.0,5.0,-10.0,1.078,-115.0,6,1.285,76.0,要注意
"MACDクロス(12,26,9)",20,20,9時台,全曜日,なし,なし,796,1.1,50.6,302.8,19.58,-19.31,1.04,-517.9,12,287,1.1,54.0,502.0,19.82,-19.47,1.195,-191.5,6,1.149,75.9,要注意
"EMAクロス(10,50)",5,15,東京(9-15時),全曜日,なし,下降トレンドのみ,465,1.3,74.2,-68.2,4.99,-14.91,0.962,-249.5,3,165,1.3,77.0,65.0,5.0,-15.0,1.114,-110.0,4,1.158,75.9,要注意
"RSI逆張り(30,70)",8,20,10時台,全曜日,なし,なし,431,1.1,69.6,-194.9,7.99,-19.78,0.925,-308.0,6,176,1.1,72.7,64.0,8.0,-20.0,1.067,-112.0,3,1.154,75.9,要注意
"MACDクロス(12,26,9)",15,5,22時台,全曜日,なし,上昇トレンドのみ,446,1.3,25.1,-243.5,12.63,-4.97,0.853,-316.4,21,175,1.4,29.1,96.4,14.02,-4.99,1.156,-70.0,13,1.355,75.9,要注意
"EMAクロス(5,20)",15,5,東京(9-15時),全曜日,なし,トレンド順方向のみ,1062,1.5,25.9,178.9,14.96,-5.0,1.045,-170.0,21,401,1.6,28.7,295.0,15.0,-5.0,1.206,-115.0,13,1.154,75.9,要注意
"RSI逆張り(25,75)",15,5,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,308,1.6,22.4,-188.9,14.58,-5.0,0.842,-220.0,14,105,1.6,27.6,55.0,15.0,-5.0,1.145,-50.0,8,1.36,75.9,要注意
"MACDクロス(12,26,9)",10,10,東京(9-15時),全曜日,なし,レンジのみ,1267,1.8,49.7,-75.3,9.96,-9.97,0.988,-367.1,10,486,1.9,53.3,315.6,9.98,-10.0,1.139,-160.0,7,1.153,75.8,要注意
トレンド押し目(EMA200+RSI40/60),20,20,ロンドン(16-21時),全曜日,なし,なし,750,1.2,47.6,-745.7,18.5,-18.71,0.899,-899.4,7,286,1.2,53.1,469.5,19.17,-18.24,1.192,-220.0,7,1.326,75.7,要注意
"EMAクロス(10,50)",5,15,9時台,全曜日,なし,なし,422,1.1,76.5,144.3,5.0,-14.86,1.098,-135.0,3,161,1.1,77.0,65.0,5.0,-15.0,1.117,-90.0,3,1.017,75.7,採用候補
"EMAクロス(5,20)",8,15,16時台,全曜日,なし,なし,624,1.1,62.8,-302.1,7.96,-14.76,0.912,-512.8,5,253,1.1,66.0,73.0,7.97,-14.63,1.058,-110.0,4,1.16,75.6,要注意
"RSI逆張り(30,70)",5,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,448,1.7,63.8,-190.0,5.0,-10.0,0.883,-320.0,7,171,1.7,68.4,45.0,5.0,-10.0,1.083,-125.0,3,1.227,75.6,要注意
"RSI逆張り(30,70)",10,5,東京(9-15時),全曜日,なし,レンジのみ,610,1.5,32.0,-129.1,9.98,-5.0,0.938,-250.0,11,238,1.6,36.1,100.0,10.0,-5.0,1.132,-85.0,9,1.207,75.5,要注意
トレンド押し目(EMA200+RSI40/60),8,20,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,444,1.1,64.2,-753.2,7.93,-18.96,0.75,-946.2,4,170,1.1,72.4,86.0,8.0,-19.11,1.096,-140.0,5,1.461,75.5,要注意
"RSI逆張り(30,70)",8,15,東京(9-15時),全曜日,なし,レンジのみ,509,1.3,64.2,-109.1,7.98,-14.94,0.96,-236.0,6,199,1.3,67.3,108.8,8.0,-14.82,1.113,-155.0,4,1.159,75.5,要注意
"EMAクロス(10,50)",5,20,東京(9-15時),全曜日,なし,レンジのみ,548,1.2,75.7,-532.3,5.0,-19.6,0.796,-560.1,5,202,1.2,81.2,60.0,5.0,-20.0,1.079,-175.0,3,1.356,75.4,要注意
"MACDクロス(12,26,9)",15,10,東京(9-15時),全曜日,なし,レンジのみ,1187,1.7,38.8,-340.6,14.91,-9.94,0.953,-722.1,13,462,1.8,44.8,532.1,14.89,-10.0,1.209,-184.4,11,1.269,75.4,要注意
"RSI逆張り(30,70)",15,20,全時間,全曜日,なし,レンジのみ,1488,1.7,57.3,325.1,14.44,-18.89,1.027,-869.0,11,552,1.6,61.6,853.2,14.53,-19.27,1.209,-242.3,7,1.177,75.4,要注意
"MACDクロス(12,26,9)",20,15,9時台,全曜日,なし,なし,837,1.1,45.4,755.2,19.73,-14.75,1.112,-289.9,13,307,1.1,46.9,469.4,20.0,-14.79,1.195,-170.3,6,1.075,75.4,採用候補
トレンド押し目(EMA200+RSI40/60),5,15,全時間,全曜日,なし,上昇トレンドのみ,1399,1.8,73.8,-163.5,4.99,-14.52,0.969,-525.3,6,534,1.9,75.8,152.5,4.99,-14.48,1.082,-195.0,4,1.117,75.4,要注意
"RSI逆張り(30,70)",5,10,ロンドン(16-21時),全曜日,なし,なし,1441,1.8,65.0,-357.1,5.0,-9.97,0.929,-645.0,9,511,2.0,68.3,125.0,5.0,-10.0,1.077,-130.0,6,1.159,75.3,要注意
"EMAクロス(10,50)",10,10,東京(9-15時),全曜日,なし,レンジのみ,602,1.3,49.3,-86.0,9.98,-10.0,0.972,-366.0,9,229,1.4,52.0,97.4,10.0,-9.93,1.089,-90.0,6,1.12,75.3,要注意
"EMAクロス(5,20)",10,20,東京(9-15時),全曜日,なし,トレンド順方向のみ,882,1.3,65.2,-311.1,9.95,-19.64,0.948,-508.2,7,323,1.3,68.4,194.4,9.95,-19.65,1.097,-220.0,4,1.157,75.3,要注意
"EMAクロス(10,50)",10,15,東京(9-15時),全曜日,なし,レンジのみ,552,1.2,57.8,-275.2,9.98,-14.85,0.92,-396.0,5,204,1.2,62.3,135.3,10.0,-14.74,1.119,-135.0,6,1.216,75.3,要注意
"RSI逆張り(30,70)",20,10,22時台,全曜日,なし,なし,481,1.2,35.1,-211.8,16.47,-9.6,0.929,-636.3,22,157,1.2,38.9,145.2,17.77,-9.78,1.155,-124.2,7,1.243,75.2,要注意
"MACDクロス(12,26,9)",10,5,9時台,全曜日,なし,レンジのみ,397,1.4,31.2,-125.0,10.0,-5.0,0.908,-210.0,12,133,1.4,38.3,100.0,10.0,-5.0,1.244,-90.0,14,1.37,75.1,要注意
トレンド押し目(EMA200+RSI40/60),8,15,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,449,1.1,60.4,-455.8,7.96,-14.67,0.825,-626.2,8,173,1.2,68.2,119.0,8.0,-15.0,1.144,-159.0,6,1.387,75.1,要注意
"RSI逆張り(30,70)",10,10,東京(9-15時),全曜日,なし,上昇トレンドのみ,747,1.8,46.2,-570.0,10.0,-10.0,0.858,-640.0,15,301,1.8,51.5,98.6,10.0,-9.94,1.068,-140.0,5,1.245,75.1,要注意
"MACDクロス(12,26,9)",15,5,9時台,全曜日,なし,レンジのみ,395,1.4,22.8,-182.8,14.91,-5.0,0.88,-257.8,17,133,1.4,30.1,135.0,15.0,-5.0,1.29,-115.0,14,1.466,75.1,要注意
"MACDクロス(12,26,9)",8,5,NY(21-23時),全曜日,なし,レンジのみ,479,1.5,37.0,-93.1,7.96,-4.97,0.938,-182.1,10,188,1.6,41.5,74.6,8.0,-4.99,1.136,-66.4,10,1.211,75.1,要注意
"RSI逆張り(30,70)",8,5,東京(9-15時),全曜日,なし,上昇トレンドのみ,840,2.0,37.3,-131.0,8.0,-5.0,0.95,-201.0,15,332,2.0,39.8,56.0,8.0,-5.0,1.056,-50.0,7,1.112,75.1,要注意
トレンド押し目(EMA200+RSI40/60),15,10,ロンドン(16-21時),全曜日,なし,なし,899,1.4,39.3,-301.0,14.56,-9.96,0.945,-541.7,15,349,1.5,45.3,474.3,14.83,-9.78,1.254,-190.0,14,1.327,75.0,要注意
"RSI逆張り(30,70)",15,20,東京(9-15時),全曜日,なし,上昇トレンドのみ,606,1.4,53.0,-827.1,14.9,-19.68,0.853,-888.3,13,246,1.5,58.9,189.1,15.0,-19.66,1.095,-170.0,6,1.284,74.9,要注意
"RSI逆張り(25,75)",20,10,全時間,全曜日,なし,レンジのみ,685,1.4,33.3,-304.8,18.58,-9.94,0.933,-540.9,13,262,1.4,37.4,228.9,19.0,-9.96,1.14,-130.0,10,1.222,74.7,要注意
トレンド押し目(EMA200+RSI40/60),20,5,ロンドン(16-21時),全曜日,なし,レンジのみ,600,1.5,21.0,82.7,19.47,-5.0,1.035,-247.4,19,222,1.6,24.3,210.6,19.38,-4.98,1.252,-129.4,14,1.21,74.7,要注意
"RSI逆張り(30,70)",5,10,16時台,全曜日,なし,なし,381,1.1,62.2,-249.0,5.0,-9.96,0.826,-289.0,4,119,1.2,68.1,25.0,5.0,-10.0,1.066,-80.0,4,1.291,74.7,要注意
"EMAクロス(10,50)",15,10,東京(9-15時),全曜日,なし,レンジのみ,598,1.3,40.6,88.2,14.95,-9.99,1.025,-296.0,9,229,1.4,43.7,205.5,14.88,-9.94,1.16,-125.0,8,1.132,74.7,要注意
"EMAクロス(5,20)",20,15,東京(9-15時),全曜日,なし,レンジのみ,758,1.3,43.0,-45.3,19.49,-14.81,0.993,-397.2,13,280,1.3,48.6,477.3,19.39,-15.0,1.221,-200.0,9,1.23,74.6,要注意
"RSI逆張り(30,70)",8,10,全時間,全曜日,なし,レンジのみ,1754,2.0,56.4,272.3,7.93,-9.89,1.036,-380.8,7,667,2.0,57.6,234.8,7.94,-9.95,1.083,-138.0,6,1.045,74.6,要注意
"EMAクロス(5,20)",15,20,東京(9-15時),全曜日,なし,トレンド順方向のみ,833,1.2,55.7,-369.4,14.79,-19.6,0.949,-533.9,7,313,1.3,59.7,301.7,14.84,-19.63,1.122,-256.2,5,1.182,74.6,要注意
"EMAクロス(10,50)",5,10,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,449,1.4,70.4,250.0,5.0,-10.0,1.188,-120.0,5,182,1.5,69.2,70.0,5.0,-10.0,1.125,-85.0,3,0.947,74.5,採用候補
"EMAクロス(5,20)",20,5,東京(9-15時),全曜日,なし,トレンド順方向のみ,1052,1.5,21.0,223.1,19.81,-5.0,1.054,-199.0,28,396,1.6,23.7,365.0,19.95,-5.0,1.242,-145.0,27,1.178,74.5,採用候補
"RSI逆張り(25,75)",5,20,全時間,全曜日,なし,レンジのみ,643,1.3,80.1,75.0,4.99,-19.51,1.03,-210.0,4,237,1.3,81.0,77.0,5.0,-19.62,1.087,-140.0,3,1.055,74.4,要注意
"EMAクロス(5,20)",20,20,東京(9-15時),全曜日,なし,トレンド順方向のみ,811,1.2,49.6,-199.3,19.27,-19.43,0.975,-572.2,7,304,1.2,53.3,396.1,19.69,-19.67,1.142,-280.0,5,1.171,74.4,要注意
"RSI逆張り(30,70)",8,20,東京(9-15時),全曜日,なし,レンジのみ,481,1.2,71.3,32.3,7.98,-19.61,1.012,-244.0,5,184,1.2,72.8,88.8,8.0,-19.66,1.09,-152.0,3,1.077,74.3,要注意
トレンド押し目(EMA200+RSI40/60),8,20,全時間,全曜日,なし,上昇トレンドのみ,1311,1.7,69.2,-177.6,7.95,-18.29,0.976,-710.7,6,502,1.8,71.7,246.4,7.96,-18.44,1.094,-232.2,5,1.121,74.3,要注意
"EMAクロス(5,20)",10,15,東京(9-15時),全曜日,なし,なし,2281,2.2,58.1,-1011.8,9.98,-14.92,0.929,-1305.1,11,943,2.4,61.3,328.8,9.99,-14.93,1.06,-195.0,6,1.141,74.3,要注意
"EMAクロス(10,50)",5,20,東京(9-15時),全曜日,なし,下降トレンドのみ,447,1.3,77.4,-270.6,4.99,-19.77,0.864,-351.9,3,160,1.2,80.6,33.7,5.0,-19.72,1.055,-116.3,3,1.221,74.3,要注意
"MACDクロス(12,26,9)",10,5,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,1337,1.7,32.6,-166.2,9.95,-5.0,0.963,-361.2,12,519,1.8,35.6,180.0,10.0,-5.0,1.108,-110.0,13,1.151,74.2,要注意
"RSI逆張り(30,70)",20,20,全時間,全曜日,なし,レンジのみ,1440,1.6,50.5,138.5,18.79,-18.97,1.01,-946.5,11,544,1.6,55.0,1010.8,19.1,-19.19,1.215,-287.3,8,1.203,74.2,要注意
"EMAクロス(5,20)",10,15,NY(21-23時),全曜日,なし,上昇トレンドのみ,504,1.3,57.1,-103.9,9.66,-13.36,0.964,-264.2,5,189,1.3,61.4,101.4,9.59,-13.86,1.1,-114.4,6,1.141,74.1,要注意
トレンド押し目(EMA200+RSI40/60),10,5,ロンドン(16-21時),全曜日,なし,レンジのみ,612,1.6,30.9,-231.5,9.97,-5.0,0.891,-296.5,12,222,1.6,36.5,105.0,10.0,-5.0,1.149,-105.0,12,1.29,74.1,要注意
"EMAクロス(5,20)",10,20,ロンドン(16-21時),全曜日,なし,レンジのみ,548,1.2,64.4,-188.1,9.85,-18.79,0.949,-380.1,4,218,1.3,67.9,129.7,9.88,-19.03,1.097,-206.6,4,1.156,74.0,要注意
"EMAクロス(5,20)",10,20,東京(9-15時),全曜日,なし,レンジのみ,764,1.3,63.9,-585.9,9.93,-19.67,0.892,-756.0,8,275,1.3,68.0,115.2,9.93,-19.8,1.066,-200.0,4,1.195,74.0,要注意
"MACDクロス(12,26,9)",15,15,東京(9-15時),全曜日,なし,レンジのみ,1049,1.5,48.0,-589.3,14.88,-14.79,0.927,-915.1,8,403,1.5,53.1,355.3,14.86,-14.95,1.126,-285.0,6,1.215,74.0,要注意
"RSI逆張り(30,70)",15,10,NY(21-23時),全曜日,なし,上昇トレンドのみ,385,1.3,39.2,-240.7,13.22,-9.56,0.892,-332.8,9,126,1.4,44.4,106.6,14.18,-9.82,1.155,-131.6,7,1.295,73.9,要注意
"MACDクロス(12,26,9)",8,20,ロンドン(16-21時),全曜日,なし,なし,2649,2.5,68.1,-1942.3,7.95,-19.3,0.881,-2220.2,6,1060,2.7,72.4,429.1,7.98,-19.42,1.075,-296.1,6,1.22,73.9,要注意
"RSI逆張り(30,70)",5,10,10時台,全曜日,なし,なし,477,1.2,68.1,105.0,5.0,-10.0,1.069,-120.0,6,197,1.2,68.0,40.0,5.0,-10.0,1.063,-70.0,3,0.994,73.9,要注意
"MACDクロス(12,26,9)",5,20,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,1213,1.5,77.6,-473.5,4.98,-18.96,0.908,-625.7,5,465,1.6,80.0,98.4,5.0,-18.94,1.056,-200.0,4,1.163,73.8,要注意
トレンド押し目(EMA200+RSI40/60),10,20,全時間,全曜日,なし,下降トレンドのみ,872,1.5,63.2,-685.5,9.81,-18.97,0.887,-840.1,6,346,1.6,66.2,119.9,9.96,-18.48,1.055,-210.0,4,1.189,73.8,要注意
"RSI逆張り(30,70)",15,5,東京(9-15時),全曜日,なし,上昇トレンドのみ,835,2.0,24.0,-188.5,14.93,-5.0,0.941,-253.5,27,330,2.0,27.3,150.0,15.0,-5.0,1.125,-110.0,14,1.196,73.8,要注意
"MACDクロス(12,26,9)",20,5,9時台,全曜日,なし,なし,1045,1.4,22.1,521.7,19.86,-4.99,1.128,-156.8,23,386,1.4,22.8,270.0,20.0,-5.0,1.181,-100.0,18,1.047,73.8,採用候補
"RSI逆張り(25,75)",15,5,全時間,全曜日,なし,上昇トレンドのみ,1403,2.3,21.4,-1165.1,14.47,-4.99,0.788,-1264.4,26,483,2.2,26.7,147.9,14.87,-5.0,1.084,-120.0,21,1.376,73.7,要注意
